"Class[Size] ->","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]","Series[286-by-1]"
"2019M09",7.99357577e+01,-5.84962201e-01,1.80000000e+00,2.95430066e+00,7.70593230e+00,2.75000000e+00,6.87984000e+04,4.41072000e+04,9.52280000e+04,2.17396600e+05,1.35185000e+05,1.20846851e+02,8.92300000e+02,1.29920000e+02,1.90000000e+00,2.64388000e+02,2.56430000e+02,1.03733000e+02,1.03873000e+02,5.69470000e+01,4.38122328e+02,2.04199046e+02,1.11389358e+03,1.06943783e+03,1.14640293e+03,1.22894786e+03,1.18143995e+03,4.79452405e+02,6.79380240e+02,4.86611963e+02,5.57741772e+02,5.54685572e+02,4.64182029e+02,4.64316900e+02,4.04212101e+02,1.78828294e+00,6.71617728e-01,1.00634189e+01,1.37657133e+01,1.20410450e+01,9.65945570e+00,7.48405702e+00,4.57272659e+00,1.79076799e+01,2.58073809e+00,2.30327959e+00,1.67046738e+00,1.27578119e+00,1.61883988e+00,-2.09684536e+01,-7.04015768e+00,5.48012595e+00,1.42526596e+01,1.02707299e+01,-2.10761167e+00,1.66041980e+00,1.03817249e+01,-1.12621970e+01,-1.13234676e+02,3.14451047e+00,2.32156282e+00,1.84519595e+00,7.29015514e-01,8.78316599e-01,4.59875910e+01,4.82275374e+02,4.80558558e+02,1.71681615e+00,4.84177434e+02,2.43452900e+00,4.81408516e+02,8.66858383e-01,4.85894479e+02,7.17484877e-01
"2019M10",8.04921418e+01,6.96039039e-01,2.17000000e+00,3.01149425e+00,7.76295650e+00,2.75000000e+00,7.20123000e+04,4.61792000e+04,9.61994000e+04,2.20780300e+05,1.38247400e+05,1.22944081e+02,1.00000000e+03,1.30090000e+02,1.58000000e+00,2.64970000e+02,2.57155000e+02,1.03917000e+02,1.04028000e+02,5.39630435e+01,4.38815956e+02,2.04936325e+02,1.11845922e+03,1.07402848e+03,1.14741784e+03,1.23049234e+03,1.18368001e+03,4.81172963e+02,6.90775528e+02,4.86549160e+02,5.57961661e+02,5.54967902e+02,4.64359250e+02,4.64466009e+02,3.98829943e+02,2.14643792e+00,4.99535139e-01,1.22679063e+01,1.41227962e+01,1.32344979e+01,1.09238489e+01,8.73419327e+00,4.06347787e+00,1.46761381e+01,2.54577603e+00,2.31090650e+00,1.71911193e+00,1.28033050e+00,1.61054675e+00,-2.70834668e+01,8.32353443e+00,8.84735172e+00,5.47877387e+01,5.50877350e+01,1.21789253e+01,1.85337051e+01,2.68807476e+01,2.06467004e+01,1.36743456e+02,1.56917064e+00,2.63866903e+00,3.38795166e+00,2.12665599e+00,1.78931351e+00,-6.45858941e+01,4.82300628e+02,4.80761040e+02,1.53958792e+00,4.84216064e+02,2.33309622e+00,4.82224392e+02,7.62359459e-02,4.86336123e+02,2.13037562e-01
"2019M11",8.08477687e+01,4.41815725e-01,2.92000000e+00,3.07516215e+00,7.70435870e+00,2.75000000e+00,7.05505000e+04,4.63715000e+04,9.92330000e+04,2.23309100e+05,1.40223800e+05,1.27096348e+02,8.19900000e+02,1.30370000e+02,1.56000000e+00,2.65548000e+02,2.57879000e+02,1.04024000e+02,1.04092000e+02,5.70489474e+01,4.39256799e+02,2.04178623e+02,1.11640840e+03,1.07444403e+03,1.15052259e+03,1.23163122e+03,1.18509950e+03,4.84494544e+02,6.70918238e+02,4.86640112e+02,5.58179562e+02,5.55249048e+02,4.64462164e+02,4.64527512e+02,4.04390963e+02,2.87893219e+00,4.75129680e-02,1.59226343e+01,1.45879948e+01,1.30967276e+01,1.08027492e+01,8.77179001e+00,4.78339479e+00,7.96870365e+00,2.57958519e+00,2.32740078e+00,2.07070260e+00,1.34913541e+00,1.48661326e+00,1.49891328e-01,5.29011102e+00,-9.09242432e+00,-2.46098068e+01,4.98667935e+00,3.72569995e+01,1.36665852e+01,1.70338608e+01,3.98589736e+01,-2.38287477e+02,2.58005167e+00,2.61480393e+00,3.37376007e+00,1.23496580e+00,7.38035772e-01,6.67322314e+01,4.82544023e+02,4.80967393e+02,1.57662985e+00,4.84253125e+02,2.38698736e+00,4.82482794e+02,6.12282252e-02,4.86915533e+02,-2.75420993e-01
"2019M12",8.13353218e+01,6.03050731e-01,3.41000000e+00,3.12143129e+00,7.68860610e+00,2.75000000e+00,7.92277000e+04,5.09877000e+04,1.06164100e+05,2.33161300e+05,1.41773800e+05,1.30685444e+02,9.40800000e+02,1.30640000e+02,1.55000000e+00,2.66020000e+02,2.58630000e+02,1.04307000e+02,1.04322000e+02,5.98166667e+01,4.39858038e+02,2.03973951e+02,1.12800813e+03,1.08393397e+03,1.15727413e+03,1.23594858e+03,1.18619881e+03,4.87279324e+02,6.84673058e+02,4.86761382e+02,5.58357149e+02,5.55539847e+02,4.64733847e+02,4.64748227e+02,4.09128433e+02,3.34882331e+00,-5.36943451e-01,1.07354370e+01,1.42805341e+01,1.26436512e+01,1.13317311e+01,8.59747950e+00,4.29632234e+00,1.09407811e+01,2.61346347e+00,2.26475846e+00,2.29303531e+00,1.55166199e+00,1.53294125e+00,1.88851608e+01,7.21487589e+00,-2.45607352e+00,1.39196664e+02,1.13879257e+02,8.10184680e+01,5.18082940e+01,1.31917345e+01,3.34173624e+01,1.65057835e+02,2.48266439e+00,2.13105435e+00,3.48958347e+00,3.26019852e+00,2.64857555e+00,5.68496446e+01,4.81953543e+02,4.81178929e+02,7.74613357e-01,4.84290150e+02,2.47123217e+00,4.83660171e+02,-1.70662821e+00,4.87730328e+02,-9.68945313e-01
"2020M01",8.11403006e+01,-2.39774339e-01,1.78000000e+00,2.56351742e+00,7.69560900e+00,2.75000000e+00,7.39178000e+04,4.88446000e+04,1.04125600e+05,2.30642300e+05,1.41954200e+05,1.27132498e+02,8.34600000e+02,1.30950000e+02,1.59000000e+00,2.66698000e+02,2.58906000e+02,1.04419000e+02,1.04488000e+02,5.75190476e+01,4.39617976e+02,2.04064991e+02,1.12107089e+03,1.07963991e+03,1.15533531e+03,1.23486233e+03,1.18632597e+03,4.84522983e+02,6.72695257e+02,4.86896027e+02,5.58611693e+02,5.55646506e+02,4.64841165e+02,4.64907223e+02,4.05211616e+02,1.76869537e+00,-4.34895009e-01,1.35646787e+01,1.51050405e+01,1.43249196e+01,1.16552557e+01,8.93887181e+00,4.19374351e+00,1.93018392e+01,2.62287288e+00,2.24934786e+00,2.48122578e+00,1.71059916e+00,1.56061771e+00,1.12950580e+01,-2.88074709e+00,1.09248090e+00,-8.32467842e+01,-5.15287167e+01,-2.32657769e+01,-1.30349558e+01,1.52596874e+00,-3.30760951e+01,-1.43733611e+02,2.84414675e+00,3.05452581e+00,1.27991108e+00,1.28781285e+00,1.90795500e+00,-4.70018077e+01,4.83772427e+02,4.81397072e+02,2.37535550e+00,4.84328839e+02,2.56718782e+00,4.84500751e+02,-7.28323566e-01,4.88235032e+02,-1.33900550e+00
"2020M02",8.08133532e+01,-4.02940755e-01,1.24000000e+00,2.41219753e+00,7.64857690e+00,2.75000000e+00,7.11885000e+04,4.82419000e+04,1.04342000e+05,2.31101200e+05,1.42484000e+05,1.25480340e+02,8.08000000e+02,1.31270000e+02,1.58000000e+00,2.67402000e+02,2.59246000e+02,1.04541000e+02,1.04684000e+02,5.05426316e+01,4.39214221e+02,2.03451960e+02,1.11730866e+03,1.07839832e+03,1.15554292e+03,1.23506110e+03,1.18669850e+03,4.83214910e+02,6.69456206e+02,4.87363549e+02,5.58875314e+02,5.55777742e+02,4.64957934e+02,4.65094629e+02,3.92281717e+02,1.22832366e+00,-1.16014495e+00,7.30980555e+00,1.41414777e+01,1.43511560e+01,1.12319974e+01,9.09124918e+00,2.27052364e+00,1.57146086e+01,2.65550146e+00,2.35203469e+00,2.31278538e+00,1.64438527e+00,1.65765882e+00,-8.36927100e+00,-4.84505699e+00,-7.35636248e+00,-4.51468518e+01,-1.48990702e+01,2.49132329e+00,2.38522115e+00,4.47029081e+00,-1.56968816e+01,-3.88686116e+01,2.92883983e+00,3.16345437e+00,1.57482769e+00,1.40122527e+00,2.24886762e+00,-1.55158783e+02,4.83068297e+02,4.81623296e+02,1.44500108e+00,4.84371062e+02,2.99248666e+00,4.84568227e+02,-1.49992943e+00,4.88441273e+02,-1.07772384e+00
"2020M03",8.12033957e+01,4.82646029e-01,1.77000000e+00,2.44786945e+00,7.68644870e+00,2.75000000e+00,7.70946000e+04,5.01903000e+04,1.05553600e+05,2.33217000e+05,1.44383000e+05,1.20915605e+02,7.46800000e+02,1.30340000e+02,8.00000000e-02,2.67068000e+02,2.58150000e+02,1.04252000e+02,1.04596000e+02,2.92077273e+01,4.39695706e+02,2.03945887e+02,1.12527885e+03,1.08235771e+03,1.15669742e+03,1.23597246e+03,1.18802248e+03,4.79509282e+02,6.61579741e+02,4.86979821e+02,5.58750331e+02,5.55354081e+02,4.64681105e+02,4.65010531e+02,3.37443331e+02,1.75293072e+00,-5.24122936e-02,1.53687503e+01,1.73915910e+01,1.29209837e+01,1.11028413e+01,9.79968578e+00,-4.06063445e+00,-1.01644461e+01,1.71790962e+00,2.08128428e+00,1.51165873e+00,1.14123783e+00,1.48133734e+00,-6.88617139e+01,5.77782032e+00,5.92711790e+00,9.56423408e+01,4.75126115e+01,1.38538983e+01,1.09363690e+01,1.58877340e+01,-4.44675308e+01,-9.45175762e+01,-8.53181989e+00,-1.49980374e+00,-5.08392785e+00,-3.32195257e+00,-1.00917437e+00,-6.58060636e+02,4.77102754e+02,4.81859243e+02,-4.75648866e+00,4.84418870e+02,2.56095162e+00,4.84836172e+02,-7.73341725e+00,4.88294372e+02,-1.31455093e+00
"2020M04",8.17827234e+01,7.13427986e-01,1.88000000e+00,2.35382874e+00,7.70733970e+00,2.00000000e+00,8.07760000e+04,5.20217000e+04,1.06312900e+05,2.34314800e+05,1.45441800e+05,1.12087033e+02,6.90800000e+02,1.16010000e+02,5.00000000e-02,2.65796000e+02,2.56126000e+02,1.03817000e+02,1.04256000e+02,1.65476191e+01,4.40406602e+02,2.04217308e+02,1.12994352e+03,1.08594162e+03,1.15741419e+03,1.23644208e+03,1.18875313e+03,4.71927565e+02,6.53785035e+02,4.75766829e+02,5.58272910e+02,5.54566951e+02,4.64262973e+02,4.64684941e+02,2.80624223e+02,1.86180296e+00,8.21206491e-01,1.91909816e+01,1.87096721e+01,1.36190024e+01,1.12279776e+01,9.44220402e+00,-1.00674588e+01,-2.25110348e+01,-1.02563746e+01,1.43960439e+00,3.49265744e-01,4.41169378e-01,9.55091324e-01,-1.35048824e+02,8.53074153e+00,3.25705599e+00,5.59759830e+01,4.30069899e+01,8.60130224e+00,5.63539174e+00,8.76781871e+00,-9.09806089e+01,-9.35364785e+01,-1.39764032e+02,-5.72905244e+00,-9.44556052e+00,-5.01757360e+00,-3.90707640e+00,-6.81829295e+02,4.72213432e+02,4.82106654e+02,-9.89322234e+00,4.84474518e+02,-8.70768859e+00,4.84662097e+02,-1.24486650e+01,4.88183921e+02,-1.24170925e+01
"2020M05",8.19375932e+01,1.89367379e-01,1.80000000e+00,2.27563861e+00,7.69864710e+00,2.00000000e+00,7.59516000e+04,5.37353000e+04,1.09904800e+05,2.38322900e+05,1.46354100e+05,1.10960701e+02,8.36800000e+02,1.18240000e+02,5.00000000e-02,2.65461000e+02,2.55848000e+02,1.03914000e+02,1.04370000e+02,2.85625000e+01,4.40595790e+02,2.04104461e+02,1.12378516e+03,1.08918254e+03,1.16073698e+03,1.23813818e+03,1.18937843e+03,4.70917609e+02,6.72958509e+02,4.77933710e+02,5.58146794e+02,5.54458352e+02,4.64356363e+02,4.64794228e+02,3.35209467e+02,1.78696001e+00,4.03700146e-01,1.23006551e+01,2.29124427e+01,1.63319729e+01,1.22050848e+01,9.41509937e+00,-1.08465595e+01,-1.52339426e+01,-8.56996239e+00,1.22955320e+00,2.15986186e-01,4.62023788e-01,9.61781931e-01,-7.55936112e+01,2.27025966e+00,-1.35416462e+00,-7.39003157e+01,3.88910424e+01,3.98734847e+01,2.03531597e+01,7.50362543e+00,-1.21194622e+01,2.30081696e+02,2.28480755e+01,-1.51339202e+00,-1.30319131e+00,1.12068019e+00,1.31143782e+00,6.55022929e+02,4.71825643e+02,4.82366940e+02,-1.05412969e+01,4.84540441e+02,-6.60673095e+00,4.84790463e+02,-1.29648198e+01,4.88211215e+02,-1.02775052e+01
"2020M06",8.30905128e+01,1.40707035e+00,2.39000000e+00,2.13133208e+00,7.69742630e+00,2.00000000e+00,8.02820000e+04,5.47396000e+04,1.13234900e+05,2.43579800e+05,1.46882000e+05,1.11034825e+02,9.63300000e+02,1.20220000e+02,8.00000000e-02,2.65839000e+02,2.57004000e+02,1.04233000e+02,1.04531000e+02,3.83072727e+01,4.41993053e+02,2.04088603e+02,1.12933007e+03,1.09103427e+03,1.16372197e+03,1.24031999e+03,1.18973848e+03,4.70984389e+02,6.87036489e+02,4.79573684e+02,5.58289086e+02,5.54909165e+02,4.64662878e+02,4.64948368e+02,3.64563977e+02,2.36093944e+00,-9.82443187e-02,1.70562659e+01,2.35264205e+01,1.83238833e+01,1.33411873e+01,9.38388563e+00,-8.17534483e+00,8.81728338e+00,-7.11089696e+00,1.17297184e+00,6.99315836e-01,7.21176645e-01,9.33252325e-01,-3.55446675e+01,1.67671561e+01,-1.90303068e-01,6.65389693e+01,2.22207061e+01,3.58198627e+01,2.61817593e+01,4.32061867e+00,8.01354558e-01,1.68935756e+02,1.99283285e+01,1.70751017e+00,5.40975700e+00,3.67817263e+00,1.84968036e+00,3.52254118e+02,4.74189345e+02,4.82640825e+02,-8.45148015e+00,4.84618470e+02,-5.04478560e+00,4.84863044e+02,-1.06736988e+01,4.88158939e+02,-8.58525448e+00
"2020M07",8.34404038e+01,4.21096234e-01,2.88000000e+00,2.03303685e+00,7.69596610e+00,1.75000000e+00,8.12181000e+04,5.58449000e+04,1.16359400e+05,2.49079200e+05,1.45845400e+05,1.18269351e+02,1.07870000e+03,1.20840000e+02,1.00000000e-01,2.67373000e+02,2.58408000e+02,1.04564000e+02,1.04900000e+02,4.07104546e+01,4.42413265e+02,2.04069631e+02,1.13048934e+03,1.09303335e+03,1.16644390e+03,1.24255262e+03,1.18903024e+03,4.77296466e+02,6.98351189e+02,4.79850483e+02,5.58864469e+02,5.55453973e+02,4.64979932e+02,4.65300752e+02,3.70648493e+02,2.83771264e+00,2.60953341e-01,1.35474261e+01,2.27320504e+01,2.07855297e+01,1.44043713e+01,8.85400652e+00,-3.94902257e+00,1.29368382e+01,-6.74358838e+00,1.54265826e+00,1.01360235e+00,9.04966164e-01,1.17175731e+00,-3.42829061e+01,5.04254526e+00,-2.27661319e-01,1.39112308e+01,2.39889708e+01,3.26631061e+01,2.67915703e+01,-8.49886413e+00,7.57449267e+01,1.35776402e+02,6.17275069e+00,6.90458984e+00,6.53769865e+00,3.80465555e+00,4.22860473e+00,7.30141936e+01,4.78249066e+02,4.82928301e+02,-4.67923493e+00,4.84709975e+02,-4.85949203e+00,4.84785785e+02,-6.53671894e+00,4.88261272e+02,-8.41078904e+00
"2020M08",8.37730871e+01,3.98707634e-01,4.19000000e+00,2.06200971e+00,7.70518580e+00,1.75000000e+00,8.14490000e+04,5.54422000e+04,1.17877100e+05,2.52985700e+05,1.45734200e+05,1.20650299e+02,1.05020000e+03,1.22520000e+02,9.00000000e-02,2.68390000e+02,2.59366000e+02,1.04887000e+02,1.05235000e+02,4.23390476e+01,4.42811180e+02,2.04189358e+02,1.13077323e+03,1.09230963e+03,1.16773978e+03,1.24410882e+03,1.18895397e+03,4.79289627e+02,6.95673590e+02,4.80935179e+02,5.59244115e+02,5.55824019e+02,4.65288358e+02,4.65619594e+02,3.74570977e+02,4.10217177e+00,4.46989352e-01,1.80673785e+01,2.37276944e+01,2.11612197e+01,1.52993313e+01,8.37916412e+00,-1.10129370e+00,6.85712720e+00,-5.60241691e+00,1.69580611e+00,1.29221320e+00,1.16708028e+00,1.37588760e+00,-2.58088246e+01,4.77497882e+00,1.43672907e+00,3.40671452e+00,-8.68460242e+00,1.55506549e+01,1.86744567e+01,-9.15290414e-01,2.39179337e+01,-3.21311882e+01,1.65683105e+01,4.55575120e+00,4.44055249e+00,3.70110725e+00,3.82611503e+00,4.70698126e+01,4.80519349e+02,4.83228772e+02,-2.70942387e+00,4.84815979e+02,-3.88079942e+00,4.84719880e+02,-4.20053183e+00,4.88376873e+02,-7.44169348e+00
"2020M09",8.39050132e+01,1.57480313e-01,4.97000000e+00,2.09983560e+00,7.75720430e+00,1.75000000e+00,8.91601000e+04,5.74339000e+04,1.22245000e+05,2.60358500e+05,1.45769600e+05,1.21819525e+02,1.05130000e+03,1.23470000e+02,9.00000000e-02,2.68900000e+02,2.59951000e+02,1.05046000e+02,1.05395000e+02,3.96342857e+01,4.42968536e+02,2.04862200e+02,1.13981889e+03,1.09583900e+03,1.17137825e+03,1.24698148e+03,1.18897826e+03,4.80254065e+02,6.95778277e+02,4.81493938e+02,5.59433956e+02,5.56049315e+02,4.65439835e+02,4.65771520e+02,3.67969454e+02,4.84620802e+00,6.63153786e-01,2.59253141e+01,2.64011687e+01,2.49753212e+01,1.80336192e+01,7.53830823e+00,8.01660308e-01,1.63980374e+01,-5.09206648e+00,1.69218421e+00,1.36374288e+00,1.25780592e+00,1.45461976e+00,-3.62426466e+01,1.88827732e+00,8.07409916e+00,1.08547887e+02,4.23524216e+01,4.36616057e+01,3.44718745e+01,2.91454178e-01,1.15732510e+01,1.25624565e+00,9.26871554e+00,2.27810003e+00,2.70355215e+00,1.81772314e+00,1.82310247e+00,-7.92182729e+01,4.83005968e+02,4.83541320e+02,-5.35351763e-01,4.84937163e+02,-3.44322559e+00,4.85557848e+02,-2.55188050e+00,4.88541073e+02,-7.04713492e+00
"2020M10",8.47940805e+01,1.05961170e+00,5.34000000e+00,2.20932827e+00,7.78135680e+00,1.75000000e+00,8.34397000e+04,5.76032000e+04,1.23763400e+05,2.62397200e+05,1.49301300e+05,1.25676786e+02,1.13300000e+03,1.24570000e+02,9.00000000e-02,2.69280000e+02,2.60249000e+02,1.05106000e+02,1.05470000e+02,3.93959091e+01,4.44022574e+02,2.05173072e+02,1.13318795e+03,1.09613334e+03,1.17261270e+03,1.24776147e+03,1.19137217e+03,4.83371342e+02,7.03262426e+02,4.82189253e+02,5.59575173e+02,5.56163887e+02,4.65496936e+02,4.65842655e+02,3.67366198e+02,5.20661731e+00,2.36746497e-01,1.47287278e+01,2.21048641e+01,2.51948558e+01,1.72691297e+01,7.69215781e+00,2.19837899e+00,1.24868982e+01,-4.33587117e+00,1.61351184e+00,1.19598491e+00,1.13768612e+00,1.37664586e+00,-3.14637452e+01,1.26484460e+01,3.73046425e+00,-7.95712978e+01,3.53208046e+00,1.48133408e+01,9.35983062e+00,2.87269425e+01,3.74073245e+01,8.98097861e+01,1.06435144e+01,1.69460060e+00,1.37485598e+00,6.85218337e-01,8.53626764e-01,-7.23907646e+00,4.84464363e+02,4.83864834e+02,5.99528785e-01,4.85073943e+02,-2.88469022e+00,4.85555796e+02,-1.09143331e+00,4.89027886e+02,-6.83863281e+00
"2020M11",8.52644258e+01,5.54691197e-01,5.46000000e+00,2.25792123e+00,7.78887730e+00,1.75000000e+00,8.74141000e+04,5.80688000e+04,1.23479800e+05,2.63886900e+05,1.50936800e+05,1.28673974e+02,9.83400000e+02,1.25010000e+02,9.00000000e-02,2.69967000e+02,2.60895000e+02,1.05225000e+02,1.05578000e+02,4.09373684e+01,4.44575732e+02,2.05269673e+02,1.13784119e+03,1.09693838e+03,1.17238329e+03,1.24832759e+03,1.19246165e+03,4.85728187e+02,6.89101595e+02,4.82432315e+02,5.59829973e+02,5.56411803e+02,4.65610091e+02,4.65945002e+02,3.71204330e+02,5.31893318e+00,1.09104952e+00,2.14327831e+01,2.24943468e+01,2.18606960e+01,1.66963692e+01,7.36214885e+00,1.23364306e+00,1.81833573e+01,-4.19828276e+00,1.65041140e+00,1.16275449e+00,1.14792729e+00,1.41748928e+00,-3.31866326e+01,6.63790141e+00,1.15921195e+00,5.58388579e+01,9.66047129e+00,-2.75291817e+00,6.79345918e+00,1.30737532e+01,2.82821424e+01,-1.69929967e+02,4.23111265e+00,3.05759864e+00,2.97499500e+00,1.35785990e+00,1.22815674e+00,4.60575822e+01,4.83672065e+02,4.84198171e+02,-5.26106420e-01,4.85226493e+02,-2.79417801e+00,4.82263980e+02,1.40808488e+00,4.88650918e+02,-6.21860258e+00
"2020M12",8.52586899e+01,-6.72720200e-03,4.82000000e+00,2.33296419e+00,7.80121870e+00,1.75000000e+00,1.03290900e+05,6.42011000e+04,1.32969100e+05,2.76010600e+05,1.51929100e+05,1.35998870e+02,1.16360000e+03,1.25240000e+02,9.00000000e-02,2.70340000e+02,2.62005000e+02,1.05690000e+02,1.05904000e+02,4.70250000e+01,4.44569005e+02,2.05427997e+02,1.15453046e+03,1.10697756e+03,1.17978720e+03,1.25281945e+03,1.19311692e+03,4.91264658e+02,7.05927393e+02,4.82561586e+02,5.59968043e+02,5.56836359e+02,4.66051028e+02,4.66253302e+02,3.85067938e+02,4.71096610e+00,1.45404594e+00,2.65223294e+01,2.30435917e+01,2.25130760e+01,1.68708782e+01,6.91811349e+00,3.98533321e+00,2.12543349e+01,-4.22135522e+00,1.61089321e+00,1.29651187e+00,1.31718072e+00,1.50507536e+00,-2.40604954e+01,-8.07291372e-02,1.89988350e+00,2.00271219e+02,1.20470196e+02,8.88470286e+01,5.39024022e+01,7.86331020e+00,6.64376442e+01,2.01909566e+02,2.20579483e+00,1.65683610e+00,5.09467202e+00,5.29123964e+00,3.69960857e+00,1.66363291e+02,4.85968446e+02,4.84540227e+02,1.42821895e+00,4.85394788e+02,-2.83320163e+00,4.79456201e+02,6.51224487e+00,4.77039094e+02,5.52249171e+00
"2021M01",8.53906160e+01,1.54736274e-01,5.24000000e+00,2.69000000e+00,7.79006870e+00,1.75000000e+00,8.94943000e+04,6.13901000e+04,1.31380900e+05,2.73558300e+05,1.51856800e+05,1.28804327e+02,9.06800000e+02,1.25860000e+02,7.00000000e-02,2.70422000e+02,2.62518000e+02,1.06083000e+02,1.06244000e+02,5.20084211e+01,4.44723621e+02,2.05284968e+02,1.14019302e+03,1.10250039e+03,1.17858560e+03,1.25192700e+03,1.19306933e+03,4.85829440e+02,6.80992192e+02,4.82986609e+02,5.59998370e+02,5.57031965e+02,4.66422181e+02,4.66573834e+02,3.95140565e+02,5.10564503e+00,1.21997724e+00,1.91221271e+01,2.28604754e+01,2.32502875e+01,1.70646736e+01,6.74335012e+00,1.30645739e+00,8.29693505e+00,-3.96453929e+00,1.38667697e+00,1.38545896e+00,1.58101554e+00,1.66661033e+00,-1.00710507e+01,1.85540017e+00,-1.71634349e+00,-1.72049212e+02,-5.37261122e+01,-1.44192391e+01,-1.07094107e+01,-5.71191761e-01,-6.52226048e+01,-2.99222410e+02,5.92593797e+00,3.63930900e-01,2.34727627e+00,4.45383067e+00,3.84637469e+00,1.20871528e+02,4.85197397e+02,4.84889861e+02,3.07536101e-01,4.85578607e+02,-2.59199819e+00,4.78209408e+02,6.98798842e+00,4.78471297e+02,4.51531223e+00
"2021M02",8.56602042e+01,3.15711694e-01,6.00000000e+00,2.71000000e+00,7.74536180e+00,1.75000000e+00,9.03491000e+04,6.10370000e+04,1.30681400e+05,2.73864300e+05,1.54098500e+05,1.28521503e+02,9.42900000e+02,1.26430000e+02,7.00000000e-02,2.70813000e+02,2.63583000e+02,1.06471000e+02,1.06477000e+02,5.90463158e+01,4.45038836e+02,2.04709419e+02,1.14114363e+03,1.10192355e+03,1.17805176e+03,1.25203880e+03,1.19453473e+03,4.85609623e+02,6.84896023e+02,4.83645340e+02,5.60142855e+02,5.57436831e+02,4.66787265e+02,4.66792900e+02,4.07832215e+02,5.82461415e+00,1.25745824e+00,2.38349767e+01,2.35252300e+01,2.25088334e+01,1.69777018e+01,7.83622956e+00,2.39471351e+00,1.54398174e+01,-3.75674755e+00,1.26754017e+00,1.65908910e+00,1.82933086e+00,1.69827108e+00,1.55504979e+01,3.78257245e+00,-6.90659047e+00,1.14073436e+01,-6.92201604e+00,-6.40612552e+00,1.34155966e+00,1.75848442e+01,-2.63780824e+00,4.68459766e+01,5.42234067e+00,1.73381279e+00,4.85838934e+00,4.38100922e+00,2.62879652e+00,1.52299801e+02,4.85491503e+02,4.85246032e+02,2.45471563e-01,4.85777536e+02,-2.13219616e+00,4.77351669e+02,8.13983394e+00,4.79496986e+02,4.14835344e+00
"2021M03",8.59470001e+01,3.34806475e-01,5.84000000e+00,2.79000000e+00,7.72032840e+00,1.75000000e+00,9.47510000e+04,6.28194000e+04,1.31888400e+05,2.76492200e+05,1.55260400e+05,1.32938346e+02,1.28560000e+03,1.27100000e+02,6.00000000e-02,2.71461000e+02,2.64910000e+02,1.07032000e+02,1.06898000e+02,6.23330435e+01,4.45373083e+02,2.04385690e+02,1.14590077e+03,1.10480192e+03,1.17897114e+03,1.25299379e+03,1.19528590e+03,4.88988546e+02,7.15898081e+02,4.84465727e+02,5.60381848e+02,5.57939015e+02,4.67312786e+02,4.67187511e+02,4.13249168e+02,5.67737637e+00,4.39803268e-01,2.06219159e+01,2.24442162e+01,2.22737230e+01,1.70213260e+01,7.26342163e+00,9.47926372e+00,5.43183403e+01,-2.51722427e+00,1.63151750e+00,2.58493343e+00,2.63168100e+00,2.17697988e+00,7.58058371e+01,4.01096695e+00,-3.88474175e+00,5.70856107e+01,3.45404464e+01,1.10325727e+01,1.14598591e+01,9.01403875e+00,4.05470717e+01,3.72024698e+02,6.34245945e+00,2.86792422e+00,6.02620412e+00,6.30624909e+00,4.73533128e+00,6.50034345e+01,4.86636336e+02,4.85607721e+02,1.02861549e+00,4.85990977e+02,-1.52525081e+00,4.78175193e+02,8.46114368e+00,4.81878119e+02,2.58760805e+00
